selling_price,km_driven,mileage,engine,max_power,age,make,model,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,5,>5
8.25,17947,21.4,1197,83.1,5,MARUTI,BALENO ALPHA AUTOMATIC,0,0,0,0,0,1,0,1,0
4.25,20000,19.1,1197,82,7,HYUNDAI,XCENT 2016-2017 VTVT PLUS ABS,1,0,0,0,0,1,1,1,0
1.51,65000,15.3,1596,101,14,FORD,FIESTA 1.6 ZXI ABS,0,0,0,0,0,1,1,1,0
2.35,17000,21.9,624,37.48,7,TATA,NANO XTA,0,0,0,0,0,1,0,0,0
2.69,70705,20.86,1199,73.9,10,SKODA,FABIA 1.2 TDI ACTIVE,0,0,1,0,0,0,1,1,0
6.3,29000,18.5,1197,83.14,5,MARUTI,SWIFT DZIRE VXI AT OPTIONAL,0,0,0,0,0,1,0,1,0
3.45,90000,24.4,1120,71,7,HYUNDAI,XCENT 1.1 CRDI BASE,1,0,1,0,0,0,1,1,0
5.2,100000,24.5,1498,98.6,9,HONDA,MOBILIO RS I DTEC,1,0,1,0,0,0,1,0,1
2.6,60000,20.51,998,67.04,10,MARUTI,WAGON R STINGRAY VXI,1,0,0,0,0,1,1,1,0
11.85,71000,19.27,2143,170,10,MERCEDES-BENZ,C-CLASS C 220 CDI AVANTGARDE,0,0,1,0,0,0,0,1,0
10.59,67000,17.01,1582,126.2,8,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS,0,0,1,0,0,0,0,1,0
2.99,50000,15.7,1476.327401,5,8,FIAT,PUNTO 1.2 DYNAMIC,0,0,0,0,0,1,1,1,0
7.25,40356,23.65,1248,88.5,7,MARUTI,SX4 S CROSS DDIS 200 ZETA,0,0,1,0,0,0,1,1,0
3,62500,21.79,998,67.05,10,MARUTI,WAGON R LXI,0,0,0,0,0,1,1,1,0
3.75,45000,10.2,2354,180,15,HONDA,NEW ACCORD 2008-2011 2.4 ELEGANCE A/T,0,0,0,0,0,1,0,1,0
15.49,18000,17.68,1395,148,13,VOLKSWAGEN,BEETLE 1.4 TSI,0,0,0,0,0,1,0,0,0
5.5,4700,20.3,1086,68,4,HYUNDAI,SANTRO MAGNA AMT BSIV,1,0,0,0,0,1,0,1,0
7.25,27000,28.4,1248,74.02,5,MARUTI,SWIFT DZIRE AMT VDI,0,0,1,0,0,0,0,1,0
18.51,55000,17.9,2143,136,8,MERCEDES-BENZ,GLA CLASS 200 D SPORT,0,0,1,0,0,0,0,1,0
2.69,46573,15.6,1196,70,11,FORD,FIGO PETROL TITANIUM,0,0,0,0,0,1,1,1,0
7.65,68500,17.03,1373,91.1,7,MARUTI,ERTIGA BSIV VXI AT,0,0,0,0,0,1,0,0,1
2.49,72000,19.4,1198,86.8,11,HONDA,BRIO S MT,1,0,0,0,0,1,1,1,0
13.65,68000,18.48,17,5,11,BMW,5 SERIES 520D SEDAN,0,0,1,0,0,0,0,1,0
4.85,70000,19.3,1248,73.9,11,MARUTI,SWIFT DZIRE VDI,0,0,1,0,0,0,1,1,0
6.75,24900,24.7,1047,69,6,TATA,TIGOR 1.05 REVOTORQ XZ,0,0,1,0,0,0,1,1,0
3.25,20000,17.88,1405,48.21,7,TATA,INDICA DLS BSIII,1,0,1,0,0,0,1,1,0
5.1,20000,18.9,1197,82,7,HYUNDAI,GRAND I10 ASTA OPTION,0,0,0,0,0,1,1,1,0
3.5,70000,17.7,1497,78,16,HONDA,CITY 2017-2020 GXI,1,0,0,0,0,1,1,1,0
4.48,79000,28.4,1248,74,10,MARUTI,SWIFT VDI,0,0,1,0,0,0,1,1,0
4.9,20000,23.84,1199,84,6,TATA,TIAGO 1.2 REVOTRON XZ,1,0,0,0,0,1,1,1,0
2.55,90000,24.7,796,47.3,6,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
5.75,36000,21.21,1197,81.8,6,MARUTI,SWIFT VXI,0,0,0,0,0,1,1,1,0
8,72125,15.1,2179,140,9,MAHINDRA,XUV500 W4,1,0,1,0,0,0,1,0,1
7,80000,16.5,1493,70,7,MAHINDRA,BOLERO POWER PLUS ZLX,1,0,1,0,0,0,1,0,1
4.99,85250,10.5,1796,157.7,16,MERCEDES-BENZ,E-CLASS 200 KOMPRESSOR ELEGANCE,0,0,0,0,0,1,0,1,0
4.25,46400,23,1248,88.7,9,TATA,ZEST QUADRAJET 1.3 XM,0,0,1,0,0,0,1,1,0
3.11,55149,20.51,998,67.04,10,MARUTI,WAGON R LXI,0,0,0,0,0,1,1,1,0
3.35,76000,21.5,1248,88.8,12,MARUTI,SX4 ZDI,0,0,1,0,0,0,1,1,0
7.6,22000,17.21,1197,103.6,5,VOLKSWAGEN,POLO GT TSI,0,0,0,0,0,1,0,1,0
9.9,110000,14.7,1798,177.5,8,SKODA,OCTAVIA ELEGANCE 1.8 TSI AT,1,0,0,0,0,1,0,1,0
1,110000,17.3,993,60,22,MARUTI,ZEN LXI,1,0,0,0,0,1,1,1,0
6.65,68900,12.8,2494,102,12,TOYOTA,INNOVA 2.5 G4 DIESEL 7-SEATER,0,0,1,0,0,0,1,0,1
6.55,27400,20.73,1373,91.1,6,MARUTI,CIAZ VXI,0,0,0,0,0,1,1,1,0
9.5,67900,14.94,2143,204,13,MERCEDES-BENZ,C-CLASS C 250 CDI ELEGANCE,0,0,1,0,0,0,0,1,0
20.9025,41000,7.81,5461,362.9,7,MERCEDES-BENZ,S-CLASS S 500,0,0,0,0,0,1,0,1,0
6,30000,17.5,1298,85.8,7,MARUTI,SWIFT DZIRE VXI,1,0,0,0,0,1,1,1,0
20.9025,42900,11.74,2987,254.8,8,MERCEDES-BENZ,M-CLASS ML 350 CDI,0,0,1,0,0,0,0,1,0
5.25,120000,17.8,1248,5,8,MARUTI,SWIFT VDI BSIV W ABS,1,0,1,0,0,0,1,1,0
7.25,57000,17.4,1497,117.3,7,HONDA,CITY I VTEC VX OPTION,0,0,0,0,0,1,1,1,0
5.5,70000,22,1197,81.8,5,MARUTI,SWIFT DZIRE VXI 1.2 BS IV,1,0,0,0,0,1,1,1,0
4.5,66000,31.79,998,58.2,6,MARUTI,CELERIO GREEN VXI OPTIONAL,1,0,0,0,0,0,1,1,0
4.99,65445,18,1198,86.7,8,HONDA,AMAZE VX I-VTECH,0,1,0,0,0,1,1,1,0
4.95,42000,27.28,1047,69,5,TATA,TIAGO WIZZ 1.05 REVOTORQ,0,0,1,0,0,0,1,1,0
3.93,31497,18,1198,86.7,10,HONDA,AMAZE S I-VTECH,0,0,0,0,0,1,1,1,0
6.65,26600,21.01,1197,81.8,5,MARUTI,BALENO ZETA,0,0,0,0,0,1,1,1,0
2.2,42000,16.1,1476.327401,5,15,MARUTI,SWIFT 1.3 VXI,1,0,0,0,0,1,1,1,0
7.1,5000,18.6,1197,81.86,4,HYUNDAI,I20 SPORTZ PLUS BSIV,1,0,0,0,0,1,1,1,0
20.9025,40000,10.91,3198,197,6,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4,0,0,1,0,0,0,0,0,1
5.75,63100,20.45,1461,83.8,9,NISSAN,TERRANO XL PLUS 85 PS,0,0,1,0,0,0,1,1,0
3.85,10000,23.01,999,67,5,RENAULT,KWID 1.0 RXT,0,0,0,0,0,1,1,1,0
4.25,62000,21.9,1396,90,10,HYUNDAI,I20 1.4 CRDI MAGNA,0,0,1,0,0,0,1,1,0
9.5,52000,14.28,1798,138.03,9,TOYOTA,COROLLA ALTIS VL AT,0,0,0,0,0,1,0,1,0
4.38,42845,18.9,1197,82,7,HYUNDAI,GRAND I10 SPORTZ,0,0,0,0,0,1,1,1,0
4.5,115000,26.55,1197,81.8,5,MARUTI,SWIFT DZIRE TOUR 1.2 S STD CNG,1,0,0,0,0,0,1,1,0
10.55,29000,24.3,1248,88.5,4,MARUTI,VITARA BREZZA ZDI AMT,0,0,1,0,0,0,0,1,0
3.15,67833,22.1,1248,76.9,11,CHEVROLET,SAIL HATCHBACK LS ABS,0,0,1,0,0,0,1,1,0
6.7,191876,12.8,2494,102,13,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV,0,0,1,0,0,0,1,0,1
5,110000,25.2,1248,74,8,MARUTI,SWIFT VDI BSIV,1,0,1,0,0,0,1,1,0
1.4,69000,19.7,796,46.3,12,MARUTI,ALTO LXI,0,0,0,0,0,1,1,1,0
2.4,24600,20.36,1197,78.9,12,HYUNDAI,I10 MAGNA 1.2 ITECH SE,1,0,0,0,0,1,1,1,0
6.25,34428,21.4,1197,83.1,6,MARUTI,BALENO DELTA 1.2,0,0,0,0,0,1,1,1,0
6.2,49551,21.4,1197,83.1,7,MARUTI,BALENO ALPHA 1.2,0,0,0,0,0,1,1,1,0
2.75,26000,18.2,1199,82.4,8,CHEVROLET,SAIL 1.2 BASE,1,0,0,0,0,1,1,1,0
2.55,57800,20.36,1197,78.9,14,HYUNDAI,I10 SPORTZ,0,0,0,0,0,1,1,1,0
8.5,44897,18,1497,117.6,6,HONDA,CITY I-VTEC CVT V,0,0,0,0,0,1,0,1,0
8,35000,28.4,1248,74.02,5,MARUTI,SWIFT DZIRE ZDI PLUS,1,0,1,0,0,0,1,1,0
17.55,55000,11.36,2755,171.5,6,TOYOTA,INNOVA CRYSTA 2016-2020 2.8 GX AT 8S BSIV,0,0,1,0,0,0,0,0,1
20.9025,34000,9.52,2993,313,10,BMW,6 SERIES 640D GRAN COUPE,0,0,1,0,0,0,0,0,0
5.5,35000,27.28,1047,69,4,TATA,TIAGO 2019-2020 XZ DIESEL,1,0,1,0,0,0,1,1,0
1.85,25000,15.8,1172,65,14,TATA,INDICA VISTA AURA 1.2 SAFIRE,1,0,0,0,0,1,1,1,0
6.65,73000,25.47,1248,88.5,10,MARUTI,ERTIGA ZDI,0,0,1,0,0,0,1,0,1
4.6,105000,12.05,2179,120,12,MAHINDRA,SCORPIO SLE BSIII,1,0,1,0,0,0,1,0,1
15,55000,18.23,1582,126.2,6,HYUNDAI,ELANTRA 1.6 SX OPTION AT,0,0,1,0,0,0,0,1,0
7,43000,21.4,1197,83.1,6,MARUTI,BALENO ALPHA 1.2,1,0,0,0,0,1,1,1,0
20.9025,34600,16.36,2179,187.7,8,JAGUAR,XF 2.2 LITRE LUXURY,0,0,1,0,0,0,0,1,0
7.9,20000,28.4,1248,74,5,MARUTI,SWIFT ZDI PLUS,1,0,1,0,0,0,1,1,0
2.8,70000,20.54,1598,103.6,11,VOLKSWAGEN,VENTO DIESEL HIGHLINE,1,0,1,0,0,0,1,1,0
8,80000,20.4,1461,108.45,9,RENAULT,FLUENCE E4 D,1,0,1,0,0,0,1,1,0
3.75,51000,26.6,998,58.16,7,MARUTI,WAGON R LXI CNG,0,0,0,0,0,0,1,1,0
6.29,27884,18.6,1197,81.83,7,HYUNDAI,I20 ASTA 1.2,0,0,0,0,0,1,1,1,0
6.8,37000,22.54,1396,88.73,6,HYUNDAI,I20 1.4 SPORTZ,0,0,1,0,0,0,1,1,0
6.5,500000,12.99,2494,100,11,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER,1,0,1,0,0,0,1,0,1
17.75,51000,11.36,2755,171.5,7,TOYOTA,INNOVA CRYSTA 2016-2020 2.8 ZX AT BSIV,0,0,1,0,0,0,0,0,1
3.95,104000,28.4,1248,74.02,8,MARUTI,SWIFT DZIRE LDI,0,0,1,0,0,0,1,1,0
0.8,89000,15.3,1193,62,15,TATA,INDICA LPG GLS,1,0,0,0,1,0,1,1,0
17,110000,13.68,2393,147.8,6,TOYOTA,INNOVA CRYSTA 2016-2020 2.4 ZX MT BSIV,0,0,1,0,0,0,1,0,1
2.11,57000,18.9,998,67.1,13,MARUTI,WAGON R VXI,0,0,0,0,0,1,1,1,0
4,100000,20.46,1461,83.8,11,RENAULT,DUSTER 85PS DIESEL RXL OPTIONAL,1,0,1,0,0,0,1,1,0
10.5,74000,11.5,2982,171,13,TOYOTA,FORTUNER 3.0 DIESEL,0,0,1,0,0,0,1,0,1
1.2,50000,18,995,62,15,CHEVROLET,SPARK 1.0,1,0,0,0,0,1,1,1,0
15.75,109000,13.68,2393,147.51,6,TOYOTA,INNOVA CRYSTA 2016-2020 2.4 G MT 8 STR,0,0,1,0,0,0,1,0,1
4.9,82530,18.9,1197,82,9,HYUNDAI,GRAND I10 SPORTZ,0,0,0,0,0,1,1,1,0
3.2,84000,21.1,1197,85.8,11,MARUTI,RITZ VXI ABS,0,0,0,0,0,1,1,1,0
10.01,45000,13.73,1995,148,11,RENAULT,KOLEOS 2.0 DIESEL,0,0,1,0,0,0,0,1,0
3.4,23000,18.5,1197,80,12,HYUNDAI,I20 MAGNA,0,0,0,0,0,1,1,1,0
4.25,7602,23.95,998,67.05,4,MARUTI,ALTO K10 VXI AGS,0,0,0,0,0,1,0,1,0
8.5,77665,24.3,1248,88.5,6,MARUTI,VITARA BREZZA VDI,0,0,1,0,0,0,1,1,0
5.9,84000,21.43,1364,87.2,11,TOYOTA,COROLLA ALTIS DIESEL D4DG,0,0,1,0,0,0,1,1,0
7.71,11000,18.06,2523,63,5,MAHINDRA,THAR DI 4X2,0,0,1,0,0,0,1,0,1
2.3,35000,13.45,1086,62.1,13,HYUNDAI,SANTRO XING GLS LPG,0,0,0,0,1,0,1,1,0
20.9025,72000,12.07,2967,241.4,8,AUDI,Q7 2006-2020 35 TDI QUATTRO PREMIUM PLUS,0,0,1,0,0,0,0,0,1
5.95,108800,12.8,2494,102,12,TOYOTA,INNOVA 2.5 G4 DIESEL 7-SEATER,0,0,1,0,0,0,1,0,1
1.75,30000,19.7,796,46.3,15,MARUTI,ALTO LXI BSIII,0,0,0,0,0,1,1,1,0
2.95,38000,22.07,1199,73.9,11,VOLKSWAGEN,POLO DIESEL TRENDLINE 1.2L,0,0,1,0,0,0,1,1,0
6.75,86000,26.59,1248,74,8,MARUTI,SWIFT DZIRE ZDI,0,0,1,0,0,0,1,1,0
11.5,18000,22,1582,126.2,5,HYUNDAI,VERNA CRDI 1.6 SX OPTION,0,0,1,0,0,0,1,1,0
8.75,27000,17.21,1197,103.5,5,VOLKSWAGEN,POLO 2015-2019 GT TSI,0,0,0,0,0,1,0,1,0
6.49,72432,18.49,1493,100,6,MAHINDRA,TUV 300 T4 PLUS,0,0,1,0,0,0,1,0,1
16.3,9293,13.96,1451,141,4,MG,HECTOR SHARP DCT,0,0,0,0,0,1,0,1,0
18.39,90000,13.5,2987,282,12,MERCEDES-BENZ,S-CLASS S 350 CDIL,0,0,1,0,0,0,0,1,0
1.95,84515,19,998,67.1,13,MARUTI,ZEN ESTILO VXI BSIV,0,0,0,0,0,1,1,1,0
7.4,65000,26.08,1462,91.19,6,MARUTI,ERTIGA CNG VXI,0,0,0,0,0,0,1,0,1
5.8,65817,20.14,1498,88.8,8,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE,0,0,1,0,0,0,1,1,0
3.6,50287,20.51,998,67.04,10,MARUTI,WAGON R STINGRAY VXI,0,0,0,0,0,1,1,1,0
15,25000,20.5,1582,126.2,4,HYUNDAI,CRETA 1.6 SX OPTION DIESEL,1,0,1,0,0,0,1,1,0
20.9025,28000,16.36,2179,187.7,8,JAGUAR,XF 2.2 LITRE LUXURY,0,0,1,0,0,0,0,1,0
1.9,40000,21.94,1196,63,13,MARUTI,EECO CNG HTR 5-STR,1,0,0,0,0,0,1,1,0
1.5,78000,18,995,62,13,CHEVROLET,SPARK 1.0 LT,0,0,0,0,0,1,1,1,0
18.95,33500,16.36,2179,187.7,10,JAGUAR,XF 2.2 LITRE LUXURY,0,0,1,0,0,0,0,1,0
5.25,75000,18.6,1197,81.83,7,HYUNDAI,I20 MAGNA 1.2,1,0,0,0,0,1,1,1,0
20.9025,26000,12,1991,184,6,MERCEDES-BENZ,E-CLASS E 200 CGI,0,0,0,0,0,1,0,1,0
1.3,50000,15.7,1476.327401,5,13,FIAT,PUNTO 1.2 DYNAMIC,1,0,0,0,0,1,1,1,0
4,130000,21.9,1396,88.76,10,HYUNDAI,I20 SPORTZ 1.4 CRDI,1,0,1,0,0,0,1,1,0
3.45,54000,24.04,999,67,6,RENAULT,KWID AMT,0,0,0,0,0,1,0,1,0
10.55,40000,17.3,1497,121,5,MAHINDRA,MARAZZO M8,0,0,1,0,0,0,1,0,1
3.1,9210,24.7,796,47.3,6,MARUTI,ALTO 800 LXI,0,0,0,0,0,1,1,1,0
4.75,20699,23.4,1248,74,11,MARUTI,SWIFT DZIRE TOUR 2012-2018 LDI,0,0,1,0,0,0,1,1,0
5.76,25000,20.89,1197,81.8,5,MARUTI,IGNIS 1.2 ALPHA BSIV,1,0,0,0,0,1,1,1,0
8.65,31000,23.65,1248,88.5,6,MARUTI,SX4 S CROSS DDIS 200 ZETA,0,0,1,0,0,0,1,1,0
20.9025,48800,18.51,1968,147.51,6,AUDI,Q3 30 TDI PREMIUM FWD,0,0,1,0,0,0,0,1,0
4.45,18000,23.1,998,67.04,4,MARUTI,CELERIO LXI,0,0,0,0,0,1,1,1,0
1,120000,13.6,2523,63,20,MAHINDRA,BOLERO DI DX 7 SEATER,1,0,1,0,0,0,1,0,1
4.6,70000,16.47,1198,74,9,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE,0,0,0,0,0,1,1,1,0
3.8,101200,18.9,998,67.1,9,MARUTI,WAGON R LXI BSII,0,0,0,0,0,1,1,1,0
11.5,35000,15.4,2179,120,7,MAHINDRA,SCORPIO S10 8 SEATER,0,0,1,0,0,0,1,0,1
15,80000,12.55,2982,168.5,10,TOYOTA,FORTUNER 4X2 AT,0,0,1,0,0,0,0,0,1
2.75,65600,17.21,1493,100,10,MAHINDRA,QUANTO C4,1,0,1,0,0,0,1,0,1
4.99,42000,18.6,1197,81.83,8,HYUNDAI,I20 2015-2017 MAGNA 1.2,0,0,0,0,0,1,1,1,0
1.4,50000,19.7,796,46.3,13,MARUTI,ALTO LXI,1,0,0,0,0,1,1,1,0
2.75,55500,20,1399,68.05,12,FORD,FIGO DIESEL ZXI,0,0,1,0,0,0,1,1,0
3.4,63000,21.64,1461,84.8,11,NISSAN,SUNNY DIESEL XV,0,0,1,0,0,0,1,1,0
20.9025,38000,17.9,2143,170,6,MERCEDES-BENZ,GL-CLASS 220D 4MATIC SPORT,0,0,1,0,0,0,0,1,0
1,177000,11.7,1343,100,20,HONDA,CITY 1.3 LXI,0,0,0,0,0,1,1,1,0
3.25,43000,19.4,1198,86.8,11,HONDA,BRIO V MT,0,0,0,0,0,1,1,1,0
4.5,18186,17.6,1496,88.7,7,TOYOTA,ETIOS VX,0,0,0,0,0,1,1,1,0
3.95,43000,19.4,1198,86.8,7,HONDA,BRIO S MT,0,0,0,0,0,1,1,1,0
17.95,67400,12.55,2982,168.5,9,TOYOTA,FORTUNER 4X2 AT,0,0,1,0,0,0,0,0,1
4.9,29000,15,1598,105,9,SKODA,RAPID 1.6 MPI AMBITION,0,0,0,0,0,1,1,1,0
8.65,23354,25.1,1248,88.5,5,MARUTI,S-CROSS 2017-2020 ZETA DDIS 200 SH,0,0,1,0,0,0,1,1,0
5.95,94400,28.09,1248,88.5,7,MARUTI,CIAZ VDI PLUS SHVS,1,0,1,0,0,0,1,1,0
4.5,80000,23.5,1498,88.7,12,FORD,FIESTA DIESEL TITANIUM PLUS,1,0,1,0,0,0,1,1,0
3.4,15000,22.7,799,53.64,5,DATSUN,REDIGO S,1,0,0,0,0,1,1,1,0
5.3,30000,16.2,1199,74,7,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE,0,0,0,0,0,1,1,1,0
3,80000,14,2498,112,12,MAHINDRA,XYLO E8 ABS,1,0,1,0,0,0,1,0,1
5.1,15914,18.9,1197,81.86,5,HYUNDAI,GRAND I10 1.2 KAPPA MAGNA BSIV,0,0,0,0,0,1,1,1,0
8.8,72000,15.1,2179,140,8,MAHINDRA,XUV500 W8 2WD,0,0,1,0,0,0,1,0,1
3.85,60200,21.94,1196,61.7,8,MARUTI,EECO CNG 5 SEATER AC BSIV,0,0,0,0,0,0,1,1,0
2.5,60000,14.53,1798,138.1,14,TOYOTA,COROLLA ALTIS G,1,0,0,0,0,1,1,1,0
3.25,65000,23.2,1248,73.94,11,MARUTI,RITZ VDI (ABS) BS IV,0,0,1,0,0,0,1,1,0
4.48,32472,17.01,1591,121.3,11,HYUNDAI,VERNA 1.6 VTVT,0,0,0,0,0,1,1,1,0
6.65,57116,17.4,1497,117.3,7,HONDA,CITY I VTEC SV,0,0,0,0,0,1,1,1,0
8,20000,17.1,1956,170,5,JEEP,COMPASS 2.0 LIMITED,0,0,1,0,0,0,1,1,0
12.4,3200,18.15,998,118.35,3,HYUNDAI,VENUE SX PLUS TURBO DCT,0,0,0,0,0,1,0,1,0
5.95,15000,18.78,999,75,5,VOLKSWAGEN,POLO 2015-2019 1.0 MPI HIGHLINE PLUS,1,0,0,0,0,1,1,1,0
20.9025,46003,17.9,2143,201.15,7,MERCEDES-BENZ,GLE CLASS 250D,0,0,1,0,0,0,0,1,0
9.75,16000,18.27,998,118.35,4,HYUNDAI,VENUE SX DUAL TONE TURBO BSIV,0,0,0,0,0,1,1,1,0
2.95,62201,21.1,814,55.2,9,HYUNDAI,EON ERA PLUS,0,0,0,0,0,1,1,1,0
7,80000,22.7,1582,126.24,10,HYUNDAI,ELANTRA CRDI SX,0,0,1,0,0,0,1,1,0
4.5,125000,12.8,2494,102,15,TOYOTA,INNOVA 2.5 G1 DIESEL 8-SEATER,1,0,1,0,0,0,1,0,1
1.55,30054,18,995,62,12,CHEVROLET,SPARK 1.0 LS,0,0,0,0,0,1,1,1,0
10.35,6500,17.1,1591,121.3,4,HYUNDAI,VERNA 1.6 SX VTVT (O),1,0,0,0,0,1,1,1,0
4.45,7268,18.5,1197,82.85,10,HYUNDAI,I20 MAGNA,0,1,0,0,0,1,1,1,0
5.85,41000,16.02,1373,93.7,10,MARUTI,ERTIGA VXI,0,0,0,0,0,1,1,0,1
3.55,87000,20,1968,138.1,13,SKODA,LAURA AMBIENTE 2.0 TDI CR AT,0,0,1,0,0,0,0,1,0
0.7,120000,17,1476.327401,5,19,HYUNDAI,SANTRO XING XG,1,0,0,0,0,1,1,1,0
14.55,50312,13.5,2987,282,13,MERCEDES-BENZ,S-CLASS S 350 CDI,0,0,1,0,0,0,0,1,0
3.25,37250,25.17,799,53.3,7,RENAULT,KWID RXT,0,0,0,0,0,1,1,1,0
2.45,61000,13.5,1799,130,15,HONDA,CIVIC 1.8 V MT,0,0,0,0,0,1,1,1,0
18.5,49500,19.16,2494,157.7,8,TOYOTA,CAMRY HYBRID,0,0,0,1,0,0,0,1,0
7.7,76000,24.52,1248,88.5,8,MARUTI,ERTIGA SHVS ZDI,0,0,1,0,0,0,1,0,1
2,50000,18.6,1199,79.4,12,CHEVROLET,BEAT LT,1,0,0,0,0,1,1,1,0
4.8,21000,18.9,1197,82,7,HYUNDAI,GRAND I10 SPORTZ,0,0,0,0,0,1,1,1,0
3.5,60000,16.47,1198,73.9,10,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L,1,0,0,0,0,1,1,1,0
13.85,23150,19.08,1582,126.2,4,HYUNDAI,VERNA 1.6 CRDI AT SX OPTION,0,0,1,0,0,0,0,1,0
20.9025,41265,18.12,1995,190,9,BMW,5 SERIES 520D LUXURY LINE,0,0,1,0,0,0,0,1,0
6.75,66996,17.4,1497,117.6,8,HONDA,CITY V MT,0,0,0,0,0,1,1,1,0
2.99,13000,23.95,998,67.05,7,MARUTI,ALTO K10 VXI,1,0,0,0,0,1,1,1,0
6.77,17865,21.4,1197,83.1,6,MARUTI,BALENO ALPHA 1.2,0,0,0,0,0,1,1,1,0
8,67000,24.3,1248,88.5,6,MARUTI,VITARA BREZZA VDI OPTION,0,0,1,0,0,0,1,1,0
10,65000,24.52,1248,88.5,6,MARUTI,ERTIGA SHVS ZDI PLUS,0,0,1,0,0,0,1,0,1
8.85,12000,21.5,1497,108.5,5,TATA,NEXON 1.5 REVOTORQ XT,0,0,1,0,0,0,1,1,0
5.75,67647,19.87,1461,83.8,9,RENAULT,DUSTER 85PS DIESEL RXL,0,0,1,0,0,0,1,1,0
5.55,36643,24,1186,73.97,6,HYUNDAI,GRAND I10 1.2 CRDI SPORTZ OPTION,0,0,1,0,0,0,1,1,0
5.45,7800,21.5,1197,81.8,4,MARUTI,WAGON R VXI OPT 1.2BSIV,0,0,0,0,0,1,1,1,0
4.1,70000,18.5,1197,80,10,HYUNDAI,I20 1.2 MAGNA,0,0,0,0,0,1,1,1,0
6.91,117000,25.1,1498,98.6,9,HONDA,CITY I DTEC VX,0,0,1,0,0,0,1,1,0
7.25,39000,25.1,1498,98.6,9,HONDA,CITY I DTEC VX,0,0,1,0,0,0,1,1,0
8.25,9600,19.56,1197,81.8,5,MARUTI,BALENO ALPHA CVT,0,0,0,0,0,1,0,1,0
7.76,76000,16,1997,140,8,MAHINDRA,XUV500 W4 1.99 MHAWK,0,0,1,0,0,0,1,0,1
6.25,81000,20.85,1197,83.14,6,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
3.5,35000,17.5,1298,85.8,12,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
7.31,49411,28.09,1248,88.5,7,MARUTI,CIAZ VDI PLUS SHVS,1,0,1,0,0,0,1,1,0
5.65,20660,30.48,1086,58,4,HYUNDAI,SANTRO SPORTZ CNG BSIV,0,0,0,0,0,0,1,1,0
3.45,64193,14.53,1798,138.1,12,TOYOTA,COROLLA ALTIS G,0,0,0,0,0,1,1,1,0
5.35,51200,22.07,1199,73.9,9,VOLKSWAGEN,POLO DIESEL HIGHLINE 1.2L,0,0,1,0,0,0,1,1,0
3.25,61300,15.5,1586,103.3,12,MARUTI,SX4 ZXI MT BSIV LEATHER,0,0,0,0,0,1,1,1,0
3.35,23774,23.95,998,67.05,7,MARUTI,ALTO K10 VXI,0,0,0,0,0,1,1,1,0
5.5,51000,22.32,1582,126.32,10,HYUNDAI,VERNA 1.6 SX CRDI (O) AT,0,0,1,0,0,0,0,1,0
6.8,86000,28.09,1248,88.5,7,MARUTI,CIAZ ZDI SHVS,0,0,1,0,0,0,1,1,0
1.8,38643,20.92,998,67.1,12,MARUTI,ALTO K10 2010-2014 VXI,0,0,0,0,0,1,1,1,0
4.85,42800,25.32,1198,77,7,MAHINDRA,KUV 100 MFALCON D75 K8,0,0,1,0,0,0,1,0,1
6.62,26251,21.4,1197,83.1,6,MARUTI,BALENO ALPHA 1.2,0,0,0,0,0,1,1,1,0
2.5,40000,15.6,1586,104.68,15,MARUTI,SX4 ZXI WITH LEATHER BSIII,1,0,0,0,0,1,1,1,0
4.5,11800,25.32,1198,77,7,MAHINDRA,KUV 100 MFALCON D75 K4 5STR,0,0,1,0,0,0,1,1,0
1.5,70000,18.9,1061,67,14,MARUTI,WAGON R LXI MINOR,1,0,0,0,0,1,1,1,0
13.75,22000,22,1582,126.2,4,HYUNDAI,VERNA CRDI 1.6 AT SX OPTION,0,0,1,0,0,0,0,1,0
9.6,21000,21.5,1497,108.5,5,TATA,NEXON 1.5 REVOTORQ XZA PLUS DUALTONE,0,0,1,0,0,0,0,1,0
20.9025,6000,18.59,2993,261.49,4,BMW,5 SERIES 530D M SPORT,0,0,1,0,0,0,0,1,0
2.35,53000,23.95,998,67.05,12,MARUTI,ALTO K10 LXI,0,0,0,0,0,1,1,1,0
2.45,35000,15.6,1196,70,11,FORD,FIGO PETROL TITANIUM,0,0,0,0,0,1,1,1,0
6.99,97000,17.2,1968,138.1,11,SKODA,SUPERB ELEGANCE 2.0 TDI CR AT,0,0,1,0,0,0,0,1,0
8.49,43000,15.1,2179,140,8,MAHINDRA,XUV500 W8 2WD,0,0,1,0,0,0,1,0,1
