Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
Fire-Boltt Tornado Bluetooth Calling Smartwatch Smartwatch,Fire-Boltt,2299,9999,77% off,4,7024 Ratings†&†1085 Reviews,['Bluetooth Calling Smartwatch| In Built Speaker & Microphone' 'High Res 320*380 Pixels- The bigger the better smartwatch with a 1.72 TFT Screen Full Touch and a high resolution of 320*380 pixels' 'Track your blood oxygen levels (SpO2) as well as your Heart Rate with the latest HRS3300 and stay updated. Monitor your sleeping pattern' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' 'Covers Manufacturing Defects']
Fire-Boltt Atom Smartwatch,Fire-Boltt,3799,15999,76% off,4.3,6062 Ratings†&†1362 Reviews,['1.3 AMOLED Display Smartwatch with 360*360 pixel RGB high resolution' 'Bluetooth Calling Smartwatch with in built mic & speaker for hd calls' 'Voice Assistant to command and get things done' '120 Sports Modes for all fitness goals along with IP67 water resistant Power' 'Dual Button Technology to land on functions in one touch' '360 Health suite - SpO2 Heart Rate Sleep Calorie Count.' 'Smart notifications to stay alert and updated all day everyday' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 6 days' '1 Year Brand Warranty']
XBY ID-116 Plus Bluetooth Smart Fitness Watch with Active Heart Rate Activity Smartwatch,XBY,468,1999,76% off,3.4,1616 Ratings†&†91 Reviews,['Touchscreen' 'Fitness & Outdoor Health & Medical Watchphone Notifier']
huami GTS 2e 1.65 HD AMOLED advanced GPS & 90+ sports modes Smartwatch,huami,3999,13999,71% off,4.1,9111 Ratings†&†916 Reviews,['Large 1.65-inch AMOLED HD screen covered by curved glass' '24-hour heart rate monitoring SpO2 measurement and sleep quality and stress level monitoring' '90 Built-in Sports Modes & 5 ATM Water-resistance' 'Lightweight and Extended Battery Life of 14 days' 'Voice operations without internet access with the offline voice control feature.' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days' '1 Year Manufacturer Warranty']
realme Smart Watch 2 with Superbright HD Display & 90 Sports Modes,realme,1899,3999,52% off,4.1,37557 Ratings†&†3340 Reviews,['3.5cm (1.4 inch) Large Color Display' 'Continuous Heart Rate & SpO2 Blood Oxygen Monitor' 'IP68 Water Resistant with 90 Sport Modes' '100+ Stylish Watch Faces to be Updated via OTA' 'Magnetic Charging Base for Hassle-free Charging' 'Capacitive Touchscreen' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 12 days']
Amazfit T rex Pro 1.3HD AMOLED with advanced GPS & 10ATM water resistance Smartwatch,Amazfit,7999,17999,55% off,4.5,4033 Ratings†&†441 Reviews,['1.3 inch HD AMOLED always-on color screen' 'SpO2 PAI  Heart Rate Sleep Monitoring Weather tracker a sunrise and sunset Monitor' '100 Sports Modes with 10 ATM Water-resistance' 'Ultra-long Battery Life Up to 18 Days in typical use & Smart Notifications' 'GPS+Glonass GPS+BeiDou & GPS+Galilio' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 18 days' '1 Year']
"boAt Storm Pro Call Bluetooth Calling 1.78"" AMOLED Display Smartwatch",boAt,3299,9799,66% off,4.1,9288 Ratings†&†1052 Reviews,"['Bluetooth Calling with Dial Pad' ""1.78'' AMOLED Display"" '60 Hz Refresh Rate' 'ASAP Charge: Full Charge in 30 Mins' 'Metal Strap' '700+ Active Modes' 'Health Ecosystem with boAt Crest App' 'IP68: Dust Sweat and Splash Resistant' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 year warranty from the date of purchase']"
GIONEE Ufit 6 Bluetooth Calling Metallic Frame Smartwatch,GIONEE,1899,6999,72% off,4,6557 Ratings†&†524 Reviews,['Bluetooth Calling: Answer and make calls directly from your smartwatch.|Bluetooth Music: Listen to music through your smartwatch.\nQuick Access: Access the dial pad contacts and recent calls with just one tap on the screen.\nBig Display: 4.3cm (1.69) full-touch display|100+ Stylish Watch Faces|Wellness Modes: SpO2 Monitor Heart Rate & Sleep Tracker\nGBuddy App to track fitness with multiple sports modes.|IP68 Water Resistance\nOne-year warranty on the smartwatch and 6-month warranty on the strap' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 3 days' '1 Year Warranty on Smart Watch and 6 Months Warranty on Strap']
GIONEE Ufit 6 Bluetooth Calling Metallic Frame Smartwatch,GIONEE,1899,6999,72% off,4,6557 Ratings†&†524 Reviews,['Bluetooth Calling: Answer and make calls directly from your smartwatch.|Bluetooth Music: Listen to music through your smartwatch.\nQuick Access: Access the dial pad contacts and recent calls with just one tap on the screen.\nBig Display: 4.3cm (1.69) full-touch display|100+ Stylish Watch Faces|Wellness Modes: SpO2 Monitor Heart Rate & Sleep Tracker\nGBuddy App to track fitness with multiple sports modes.|IP68 Water Resistance\nOne-year warranty on the smartwatch and 9-month warranty on the strap' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 3 days' '1 Year Warranty on Smart Watch and 6 Months Warranty on Strap']
GIONEE Ufit 6 Bluetooth Calling Metallic Frame Smartwatch,GIONEE,1899,6999,72% off,4,6557 Ratings†&†524 Reviews,['Bluetooth Calling: Answer and make calls directly from your smartwatch.|Bluetooth Music: Listen to music through your smartwatch.\nQuick Access: Access the dial pad contacts and recent calls with just one tap on the screen.\nBig Display: 4.3cm (1.69) full-touch display|100+ Stylish Watch Faces|Wellness Modes: SpO2 Monitor Heart Rate & Sleep Tracker\nGBuddy App to track fitness with multiple sports modes.|IP68 Water Resistance\nOne-year warranty on the smartwatch and 8-month warranty on the strap' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 3 days' '1 Year Warranty on Smart Watch and 6 Months Warranty on Strap']
DIZO Watch 2 Sports (by realme TechLife),DIZO,1799,3499,48% off,4.2,60177 Ratings†&†7017 Reviews,"['4.3 cm (1.69"") Bright Full Touch Screen' '110+ Sports Mode' 'Blood Oxygen & Heart Rate Monitor' '5 ATM Water Resistance' '150+ Stylish Watch Faces' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '12 Month from the Date of Purchase']"
"Gizmore GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode Smartwatch",Gizmore,1499,5999,75% off,4.2,3653 Ratings†&†635 Reviews,['1.69-inch full touch 2.5D HD curve metal Display |500 Nits Brightness| Split screen feature.|Bluetooth Calling|Built-in AI Voice Assistant (Google & Siri Track SPO2 24 x 7 Heart Rate Calorie Burns Hydration Alert Menstrual Tracker Sleep monitor & Guided Breathing. Weather forecast Call rejection Alarm Find my Phone Timer Stopwatch Walk reminder Wake gesture . Vibration alert remote music control .60+ sports modes/ IP68 water proof .Smart All Round Notifications - Stay Socially Updated Always. 100+ customizable and cloud-based watch faces .Play Music on the go | 3 Built-in Games .ALWAYS-ON Display |500 NITS' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' 'Gizmore Smartwatches Comes With 12 Months Manufacturing Warranty']
realme TechLife Watch R100 Bluetooth Calling & 1.32inch Metallic Dial Smartwatch,realme,3999,5999,33% off,4,3344 Ratings†&†457 Reviews,['3.35 cm (1.32) HD Colour Touch Display with Bluetooth Calling' 'Upto 7 days of battery life - 100% charge in 2 hrs' 'Built-in high performance mic and speakers for loud and clear calls' 'Premium looking metallic bezel design | IP68 Water and dust resistant' '100+ Watch Faces | 100+ Sports Mode' 'realme Wear App for comprehensive health tracking - real-time Heart Rate SpO2 Sleep monitoring and many more' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']
Fitshot Connect 1.85inch CosmicDisplay Bluetooth Calling & SoloSync Technology Smartwatch,Fitshot,1499,4990,69% off,4.1,1853 Ratings†&†329 Reviews,['Calling Feature: Bluetooth Calling with Inbuilt Mic Inbuilt Speaker and Dialer| Screen: 1.85-inch full touch screen with square CosmicDisplay 500 Nits Brightness 60Hz Refresh Rate' 'Health Tracking: SpO2 24x7 Heart Rate Monitoring Blood Pressure Rate Breath Rate Sleep Mood Measurement Female Health Tracker| Fitness and Productivity: Smart Notifications 100+ Sports Modes Voice Assistance Stopwatch Alarm Clock Timer Flashlight Find Phone Remote Camera and Music Player' 'Sturdy Body: Comfortable adjustable Straps High-quality frame and IP68 water resistant' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Brand Warranty']
realme Watch S100 1.69 Inch HD Display with Temperature Sensor & Lightweight Smartwatch,realme,2499,3999,37% off,4.1,19927 Ratings†&†1811 Reviews,['4.3 cm (1.69 inch) TFT-LCD Super Bright HD Colour Display' 'Battery Life: Up to 12 days (depending on usage)' '24x7 Heart Rate Monitor | 110+ New Watch Faces' 'SpO2 Blood Oxygen Saturation Monitor | Body & Skin Temperature Sensor' 'Sleep Monitoring | IP68 Water Resistant' 'Ultra Light weight & Ergonomic design | Hassle free Magnetic Fast Charging' 'Touchscreen' 'Fitness & Outdoor Health & Medical' 'Battery Runtime: Upto 12 days' '1 Year Carry-in Warranty']
"Noise ColorFit Qube Spo2 1.4"" Full Touch display Multi-Sports modes 7-day Battery Smartwatch",Noise,1499,4999,70% off,4.2,52699 Ratings†&†4052 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']
Boult Drift Bluetooth Calling 1.69inch HD Display Smartwatch,Boult,2999,7999,62% off,4.3,37276 Ratings†&†4245 Reviews,['Bluetooth Calling with Dedicated Speaker and Mic | Smart Notification' '1.69 HD Screen 475 Nits High Brightness Display' 'Health Monitor: SpO2 Blood Oxygen Saturation Monitor 24*7 Heart Rate Monitor Female Menstrual Cycle Tracking Sleep Monitor Drink Water Reminder Sedentary Reminder' '140+ Cloud-based Watch Faces with Custom Watch Face Option | 60 Sports Modes' '10 Days Battery Life | 20 Days Standby | Full Charge in 2.5 Hrs' 'Fast Charging | 10 Min Charge = 2 Days Standard Use' 'Interactive Mini-Games | IP68 Water Resistant' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' 'Repair or Replace']
"boAt Wave Select with 1.69"" HD Display upto 10 Days Battery HR & SpO2 Monitoring Smartwatch",boAt,1799,5990,69% off,3.9,1483 Ratings†&†101 Reviews,['1.69 inch HD Display' 'HR SpO2 and Sleep Monitoring' 'Guided Breathing' '20+ Sports Modes' '5ATM Dust Sweat & Splash Resistant' '100+ Cloud Watch Faces' 'Supports Google Fit and Apple Health' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 year warranty from the date of purchase']
APPLE Watch SE(GPS 40mm) - Silver Aluminium Case with Abyss Blue Sport Band - Regular,APPLE,26999,29900,9% off,4.6,4869 Ratings†&†342 Reviews,['1-Take calls and reply to texts' 'right from your wrist' '2-Track your daily activity on Apple Watch and see your trends in the Fitness app on iPhone' '3-Track new tai chi and pilates workouts' 'in addition to favourites like running' 'yoga' 'swimming and dance' '4-Hike smarter with built-in compass and real-time elevation readings' '5-Stay on top of your health with high and low heart rate' 'and irregular heart rhythm notifications' '6-Apple Watch can detect if you have taken a hard fall' 'then automatically call emergency services for you' '7-Emergency SOS lets you call for help when you need it' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs' '1 Year Manufacturer Warranty']
Fastrack Reflex Hello 1.69 HD Display BT Calling AI Voice 50+ Sport Smartwatch,Fastrack,3995,5995,33% off,4.2,660 Ratings†&†77 Reviews,['Hands-free calls right from your wrist' 'Large 1.69 HD display with vivid picture quality' 'Track your sports activities with 50+ Multisports modes across 9 categories. Game On!' 'Track your health like never before with the Blood Pressure Monitor SpO2 Tracker 24x7 Heart Rate Monitor Sleep Monitor & Women Health Tracker' '100+ Watchfaces- Choose from over 100+ cloud Watchfaces to match your style and mood. Custom Watchfaces- Say Hello to a new avatar every day with custom watchfaces on the Fastrack Reflex Hello.' 'Up to 5 Days Battery*- A long-lasting battery on a single charge IP68 Water and Dust Resistance' 'Exciting features like Phone Finder Camera Control Music Control and Built-in Flashlight' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Limited warranty']
"boAt Storm 1.3"" CurvedDisplay Smartwatch",boAt,2299,5990,61% off,4.1,612691 Ratings†&†54475 Reviews,['3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)' 'Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor) 24x7 Heart Rate Monitor Sleep monitor Guided Breathing & Menstruation Tracker' 'Metal Body Casing and 5ATM Water Resistance' 'Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls Texts Social media Alarms and Sedentary Alerts' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Warranty from the Date of Purchase']
"boAt Storm 1.3"" CurvedDisplay Smartwatch",boAt,2299,5990,61% off,4.1,612691 Ratings†&†54475 Reviews,['3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)' 'Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor) 24x7 Heart Rate Monitor Sleep monitor Guided Breathing & Menstruation Tracker' 'Metal Body Casing and 5ATM Water Resistance' 'Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls Texts Social media Alarms and Sedentary Alerts' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 8 days' '1 Year Warranty from the Date of Purchase']
APPLE Watch SE (GPS 44mm) - Space Grey Aluminium Case with Midnight Sport Band,APPLE,28999,32900,11% off,4.6,4869 Ratings†&†342 Reviews,['1-Take calls and reply to texts' 'right from your wrist' '2-Track your daily activity on Apple Watch and see your trends in the Fitness app on iPhone' '3-Track new tai chi and pilates workouts' 'in addition to favourites like running' 'yoga' 'swimming and dance' '4-Hike smarter with built-in compass and real-time elevation readings' '5-Stay on top of your health with high and low heart rate' 'and irregular heart rhythm notifications' '6-Apple Watch can detect if you have taken a hard fall' 'then automatically call emergency services for you' '7-Emergency SOS lets you call for help when you need it' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs' '1 Year Manufacturer Warranty']
"boAt Storm 1.3"" CurvedDisplay Smartwatch",boAt,2299,5990,61% off,4.1,612691 Ratings†&†54475 Reviews,['3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)\nWellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor) 24x7 Heart Rate Monitor Sleep monitor Guided Breathing & Menstruation Tracker\nMetal Body Casing and 5ATM Water Resistance\nDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls Texts Social media Alarms and Sedentary Alerts' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Warranty from the date of Purchase']
"Noise Evolve 3 1.43"" AMOLED AOD 466*466px 500 nits BT callingTru Sync Technology Smartwatch",Noise,4299,6999,38% off,4.4,7581 Ratings†&†915 Reviews,['1.43 AMOLED Always On Display (466*466px | 326 PPI | 500 nits brightness)' 'Tru SyncTM' 'Lightweight design with circular stainless steel ring' 'Noise Health SuiteTM (SpO2 stress monitor 24*7 heart rate tracking sleep monitor & breath)' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days']
DIZO Watch D Talk 1.8 display with calling&7 day battery (by realme Techlife),DIZO,3499,5999,41% off,4.2,1431 Ratings†&†169 Reviews,['1.8 4.57cm Display with 550 nits brightness & 2.5D curved glass' 'Up-to 10 days Battery Life 2hours to full charge' '150+ Watch faces & 120+ Sports Mode' 'Fully Washable' 'GPS Route Tracking' 'Phone Camera Control' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '12 month from the date of purchase']
"Mivi Model E with 1.69"" Display 7-Day Battery Life  Spo2 Heart Rate Monitor. Smartwatch",Mivi,1299,3999,67% off,4.4,3676 Ratings†&†1579 Reviews,['1.69 inch Square Display (240*280)px 500 Nits Brightness' '120 Sports Modes inbuilt' 'Mivi Health Suite- (SpO2 24*7 heart rate tracking activity trackersleep tracker female health tracker' 'Battery Runtime: 7 days' 'Waterproof Level-IP68' 'Made in India' 'Touchscreen' 'Fitness & Outdoor' '1 Year Warranty from the Date of Purchase']
"boAt Storm 1.3"" CurvedDisplay Smartwatch",boAt,2299,5990,61% off,4.1,612691 Ratings†&†54475 Reviews,['3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)' 'Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor) 24x7 Heart Rate Monitor Sleep monitor Guided Breathing & Menstruation Tracker' 'Metal Body Casing and 5ATM Water Resistance' 'Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls Texts Social media Alarms and Sedentary Alerts' 'Touchscreen' 'Fitness & Outdoor']
"realme Smart Watch S 1.3"" Auto-bright Display with Metallic Dial",realme,4999,7999,37% off,4.3,54375 Ratings†&†5755 Reviews,['3.3cm (1.3 inch) Auto Brightness Touchscreen' 'Heart Rate & Blood Oxygen Monitor IP68 Water Resistant with 16 Sport Modes' '100+ Stylish Watch Faces to be Updated via OTA | Aluminium Alloy Case for a Premium Look and Durability' 'Magnetic Charging Base for Hassle-free Charging' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' '1 Year Manufacturer Warranty']
boAt Wave Ultima with 1.8 inch Curve Arc HD Display Bluetooth Calling with BT v5.3 Smartwatch,boAt,2999,6990,57% off,4.1,415 Ratings†&†50 Reviews,['Bluetooth Calling with BT v5.3' 'Curve Arc Display' '1.8 inch HD Display with 550 Nits Brightness' '100+ Sports Modes' 'Upto 10 Days Battery Life' 'IP68: Dust Sweat & Splash Resistant' 'Ambient Sound Detection' 'HR SpO2 & Stress Monitoring' 'Personalized Customization- Menu Watch Faces & Ringtones' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 year warranty from the date of purchase']
Noise Core 2 Buzz BT Calling 1.28 Display AI Voice Assistant & NoiseFit Track app Smartwatch,Noise,1899,5999,68% off,3.8,4934 Ratings†&†365 Reviews,['1.28 display (240*240px 500 nits)' 'AI voice assistant' 'NoiseFit Track app integration' 'Noise Health SuiteTM (SpO2 activity record 24*7 heart rate tracking stress monitor sleep monitor & breathe)' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']
Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery 60 sports mode Smartwatch,Noise,1499,4999,70% off,4,2628 Ratings†&†222 Reviews,['1.83ÔøΩÔøΩ display (240*284px 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch area' 'Flat edge design (thinner than ColorFit Caliber)' '150+ cloud-based & customised watch faces' 'Noise Health SuiteTM (SpO2 24*7 heart rate tracking sleep monitor female health tracker activity tracker stress monitor)' '60 sports modes' 'Up to 12 days of battery life' '5 colours (Jet black midnight blue light lavender vintage brown & pine green)' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 12 days' '1 Year Manufacturer Warranty']
"Fire-Boltt Epic Plus with1.83"" 2.5D Curved GlassSPO2 Heart Rate tracking Touchscreen Smartwatch",Fire-Boltt,1499,9999,85% off,4.2,38607 Ratings†&†6369 Reviews,"['1.83"" HD Display with 2.5D Curved Glass | 240*286 Pixel High Resolution' '120 Sports Modes to Track with IP68 Water Resistant| Customised Wallpaper Option | Match Your Daily' 'Outfit with 100+ Cloud Faces' 'Smart Health Monitoring - Track SpO2 Heart Rate while your workout' 'Social App Notifications & Reminders - Never miss important calls and updates| Remote control Camera & Player click numerous pictures on the go' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' 'Covers Manufacturing Defects']"
"Pebble Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling(Midnight Gold) Smartwatch",Pebble,3799,9499,60% off,4.1,6960 Ratings†&†1399 Reviews,"[""1.36'' Ultra Sharp AMOLED Screen with Color Always On Display (AOD) - Analog & Digital| Multifunction rotating Crown"" 'Blood-oxygen monitoring (Real SPO2-VC32 Real sensor) 24*7 Heart rate monitoring Scientific Sleep Monitoring & Stress Monitor' 'Inbuilt 10+ Watch faces & 100+ Cloud-based watch faces|5ATM water resistant| Voice assistant Multiple Sports Mode| IML Coating on back (Skin Friend glass back panel)' 'Bluetooth Calling: Answer and make calls with Bluetooth directly from your watch| Call Message and Social Media Notification' 'Battery Upto 7 days (300 Mah battery)| Power Saver with Battery saver mode' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor Fitness & Outdoor Health & Medical Notifier Safety & Security' 'Battery Runtime: Upto 7 days' 'Pebble smartwatches comes with 12 months of Replacement Guarantee. To claim the Warranty kindly register the product on pebblecart.com within 10 days of your purchase. Reach out to us at support@pebblecart.com/+91 8800271651 for all technical support. Product registration is mandatory within 10 days of purchase.']"
alt Lit 1.85HD Display Bt Calling 7 day Battery AI Voice Asst Rotating Crown Smartwatch,alt,1799,9999,82% off,4.1,665 Ratings†&†105 Reviews,"['BT calling: Experience effortless BT calling' ""1.85' LCD TFT display: See your stats clearly with a whopping 1.85' screen"" '100+ cloud-based watch faces: Choose your watch face as per your OOTD' 'Up to 7-day battery: Always stay connected' 'alt fit: Find all your stats in one place' 'alt access: Your favourite apps just one swipe away' 'AI voice: Say it to get it done' 'IP67 waterproof: Ready for rain sweat and grime' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']"
"Noise ColorFit Caliber 2 Buzz Advanced BT Calling 1.85"" display10 days battery Smartwatch",Noise,2999,5999,50% off,4.1,1313 Ratings†&†183 Reviews,"['1.85"" TFT Display with 500 nits' 'Stylish flat edge design' 'Noise Health Suite (Heart rate Spo2 sleep monitor stress measurement breathing practice)' 'Calling Smartwatch with Tru Sync' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty']"
Fitshot Crystal 1.8inch AMOLED Display with bluetooth calling 560 nits brightness Smartwatch,Fitshot,2799,6990,59% off,4.3,1918 Ratings†&†349 Reviews,['Calling Feature: Bluetooth Calling with Inbuilt Mic Inbuilt Speaker and Dialer| Screen: 368*448 AMOLED 1.8-inch full touch screen with square CosmicDisplay 560 Nits Brightness' 'Health Tracking: Continuous Heart Rate SpO2 Menstrual Cycle Sleep Monitoring Breath Training| Fitness and Productivity: Smart Notifications 100+ Sports Modes Voice Assistance Sedentary Alert Drink Water Reminder Stopwatch Alarm Clock Timer Flashlight Find Phone Remote Camera and Music Player' 'Sturdy Body: Comfortable adjustable Straps High-quality frame and IP68 water resistant' 'Additional Features: SoloSync Technology (One Step Pairing) 100+ Watch Faces Up to 7 Days Battery 2 Inbuilt Games Customizable Watch Face Weather Forecast' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Brand Warranty']
XBY ID-116 Plus Bluetooth Smart Fitness Watch with Active Heart Rate Activity Smartwatch,XBY,499,1908,73% off,3.4,1616 Ratings†&†91 Reviews,['Touchscreen' 'Fitness & Outdoor Health & Medical Watchphone Notifier']
Fitshot Crystal 1.8inch AMOLED Display with bluetooth calling 560 nits brightness Smartwatch,Fitshot,2799,6990,59% off,4.3,1918 Ratings†&†349 Reviews,['Calling Feature: Bluetooth Calling with Inbuilt Mic Inbuilt Speaker and Dialer| Screen: 368*448 AMOLED 1.8-inch full touch screen with square CosmicDisplay 560 Nits Brightness' 'Health Tracking: Continuous Heart Rate SpO2 Menstrual Cycle Sleep Monitoring Breath Training| Fitness and Productivity: Smart Notifications 100+ Sports Modes Voice Assistance Sedentary Alert Drink Water Reminder Stopwatch Alarm Clock Timer Flashlight Find Phone Remote Camera and Music Player' 'Sturdy Body: Comfortable adjustable Straps High-quality frame and IP68 water resistant' 'Additional Features: SoloSync Technology (One Step Pairing) 100+ Watch Faces Up to 7 Days Battery 2 Inbuilt Games Customizable Watch Face Weather Forecast' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days']
Fire-Boltt Almighty BT Calling Voice Assistant Smartwatch,Fire-Boltt,3499,14999,76% off,4.2,7542 Ratings†&†1959 Reviews,['Bluetooth Calling : You can make and receive calls through the watch via InBuilt Speaker & Mic' 'Voice Assistance : First ever watch with Google/Siri Voice Assistance' 'AMOLED Always ON' 'Display : 1.4 inch screen with Ultra High Resolution of 454 x 454 Pixels' '360 Health Control : with Spo2 Heart rate and Blood Pressure Monitoring' 'Music Player : Listen to Songs on your Watch' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 20 days' 'Covers Manufacturing Defects']
boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,boAt,1799,6990,74% off,3.9,15971 Ratings†&†1401 Reviews,"['42mm(1.69"") HD Display' 'Fast Charge: 30 Mins= Full Charge' 'Live Cricket Scores' 'Health Ecosystem with boAt Crest app|24H Heart Rate SpO2 and Temperature Monitoring' 'IP67 Dust Sweat and Splash Resistant|Supports Google Fit &amp; Apple Health' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Warranty from the Date of Purchase']"
"Fastrack Reflex Play AMOLED1.3"" Always On DisplayPremium Metal Frame & IP68 Smartwatch",Fastrack,3995,6995,42% off,4,80 Ratings†&†10 Reviews,"['Premium Metal Frame with 1.3"" Ultra Sharp AMOLED Screen with Always On Display - An immersive 360 x 360 AMOLED display that brings an awesome optical quality' '100+ Smart Watch Faces - Wear a new look for a new you every day' 'Built-in games for the player in you and control your phone vibes with Camera & Music control' 'Multiple Sports Mode - Game on with 25+ multisport modes including Cricket Football Basketball Yoga & more' ""Health Tracker - With Blood Pressure Monitor 24 X7 Heart Rate Monitor Sleep Tracker SPO2 (Blood Oxygen Level) Tracker and Women's Health Tracker"" 'Up-to 7-day battery - Super long battery life to enjoy all the watch features without any worry with an IP68 Water Resistance' 'Perfect Companion with Reflex World App' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days']"
"alt Hype 1.83"" HD Display BT Calling AI VoiceAssistant with 7 Days Battery Life Smartwatch",alt,1799,8499,78% off,4,2020 Ratings†&†243 Reviews,"['1.83"" LCD TFT OGS Display: (240*284 pixels) with BT Calling' 'Utility/productivity features (Stopwatch alarm timer reminder smart DND weather quick replies find my phone camera/music controls breathe AI voice assistant)' 'AltFit: Slay your fitness goals every day via the AltFit app. (SpO2 stress monitor sleep tracker 24*7 HRM & BP monitor)' 'Up to 7-day battery: With the Alt Hype smartwatch you are good to go for a week courtesy of 7-day battery life. (230mAh battery- 7 days of use 2 days with Bluetooth Calling & 15 days on standby)' 'Alt Access: Get access to your favorite apps with a single slide via the Alt Access.' ""IP67 waterproof: From outdoors adventures to indoor sweat sessions it's your partner through and through."" 'Thin bezels & sleek design with No-lug design for better fit.' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']"
