Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
Haier 220 L Direct Cool Single Door 4 Star Refrigerator,Haier,17990,26900,33% off,4.4,18 Ratings & 1 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years on Compressor']
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,SAMSUNG,19059,24157,21% off,4.3,28 Ratings & 3 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
BOSCH 415 L Frost Free Double Door 3 Star Refrigerator,BOSCH,52000,70490,26% off,4.1,16 Ratings & 2 Reviews,['Rotary' '1 Year on Product and 10 Years on Compressor from Bosch']
LG 190 L Direct Cool Single Door 3 Star Refrigerator,LG,15790,21199,25% off,4.1,21 Ratings & 2 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
LG 260 L Frost Free Double Door 3 Star Convertible Refrigerator,LG,30039,43399,30% off,3.7,7 Ratings & 0 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator,SAMSUNG,17190,20990,18% off,4.4,3045 Ratings & 331 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
realme TechLife 308 L Frost Free Double Door 3 Star Refrigerator,realme,25990,41490,37% off,4.3,685 Ratings & 115 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,23190,30200,23% off,4.1,45 Ratings & 5 Reviews,['Reciprocating Compressor' '1 Year on Product and 10 Years on the Compressor']
Hitachi 565 L Frost Free Double Door 3 Star Refrigerator,Hitachi,70559,77500,8% off,4.2,33 Ratings & 7 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Hitachi']
Whirlpool 325 L Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator,Whirlpool,38290,53350,28% off,4.2,63 Ratings & 9 Reviews,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,17600,20177,12% off,4.3,10069 Ratings & 1052 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product 10 Years on Compressor']
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,Whirlpool,15890,19800,19% off,4.3,13998 Ratings & 1502 Reviews,['DC Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,14590,18000,18% off,4.3,682 Ratings & 54 Reviews,['Non Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
Godrej 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Godrej,15990,23495,31% off,4.3,830 Ratings & 96 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from Godrej']
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,Whirlpool,15990,19700,18% off,4.3,13914 Ratings & 1458 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
MarQ by Flipkart 468 L Frost Free Side by Side Refrigerator,MarQ,45990,64999,29% off,4.3,1461 Ratings & 190 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 5 Years on Compressor']
SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator,SAMSUNG,15695,16990,7% off,4.1,30 Ratings & 5 Reviews,['Linear Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Samsung']
LG 190 L Direct Cool Single Door 3 Star Refrigerator,LG,16890,22299,24% off,4,3 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,SAMSUNG,15490,17490,11% off,4.5,56 Ratings & 2 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 579 L Frost Free Double Door Bottom Mount Inverter Technology Star Convertible Refrigerator wi...,SAMSUNG,79000,93581,15% off,5,3 Ratings & 1 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1Year Warranty on Product and 10 Years Warranty on Compressor from Samsung']
MOTOROLA 507 L Frost Free Multi-Door Convertible Refrigerator,MOTOROLA,70999,97499,27% off,4.2,167 Ratings & 20 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
BOSCH 263 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator,BOSCH,28990,41590,30% off,4.3,143 Ratings & 24 Reviews,['Vario Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Bosch']
SAMSUNG 314 l Frost Free Double Door 2 Star Convertible Refrigerator  with with Curd Maestro,SAMSUNG,33290,42990,22% off,4.2,331 Ratings & 35 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator,SAMSUNG,13990,15990,12% off,4.4,7769 Ratings & 789 Reviews,['Liner Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Samsung']
Godrej 236 L Frost Free Double Door 2 Star Refrigerator,Godrej,20290,21900,7% off,4.3,4472 Ratings & 524 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej']
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator,SAMSUNG,24861,27990,11% off,4.7,13 Ratings & 3 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 260 L Frost Free Double Door 2 Star Refrigerator,LG,22978,25000,8% off,4.2,107 Ratings & 8 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on Compressor from LG']
Godrej 190 L Direct Cool Single Door 5 Star Refrigerator,Godrej,16990,21000,19% off,4.4,5058 Ratings & 587 Reviews,['Hygiene Plus Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
Godrej 255 L Frost Free Double Door 2 Star Refrigerator,Godrej,21490,26500,18% off,4.3,779 Ratings & 80 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor']
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Whirlpool,17129,22250,23% off,4.4,9638 Ratings & 1089 Reviews,['IntelliSense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
SAMSUNG 253 L Frost Free Double Door 3 Star Refrigerator,SAMSUNG,24790,28990,14% off,4.4,7150 Ratings & 713 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,15390,21100,27% off,4.3,10069 Ratings & 1052 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
MarQ by Flipkart 563 L Frost Free Side by Side Refrigerator,MarQ,53990,76999,29% off,4.5,1243 Ratings & 228 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 5 Years on Compressor Warranty from MarQ by Flipkart']
Whirlpool 215 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,Whirlpool,19390,26950,28% off,4.4,9638 Ratings & 1089 Reviews,['DC Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
Whirlpool 292 L Frost Free Double Door 2 Star Convertible Refrigerator,Whirlpool,26590,33100,19% off,4,4 Ratings & 0 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Unit and 10 Years Warranty on Compressor from Whirlpool']
Godrej 244 L Frost Free Double Door 3 Star Convertible Refrigerator,Godrej,23290,29700,21% off,4.3,804 Ratings & 80 Reviews,['Multi Inverter Technology' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Godrej']
SAMSUNG 198 L Direct Cool Single Door 3 Star Refrigerator,SAMSUNG,17650,20990,15% off,4.5,15 Ratings & 1 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 190 L Direct Cool Single Door 3 Star Refrigerator,LG,16390,21199,22% off,2.7,3 Ratings & 0 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
Whirlpool 265 L Frost Free Double Door 2 Star Convertible Refrigerator,Whirlpool,25990,31500,17% off,4.4,290 Ratings & 30 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years on Compressor']
Godrej 221 L Direct Cool Single Door 3 Star Refrigerator,Godrej,17490,24090,27% off,4,75 Ratings & 2 Reviews,['Intelligent Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor']
Whirlpool 355 L Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator,Whirlpool,42990,59150,27% off,4.2,63 Ratings & 9 Reviews,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
LG 284 L Frost Free Double Door 2 Star Refrigerator,LG,26000,37399,30% off,4.2,33 Ratings & 3 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
Lloyd 225 L Direct Cool Single Door 3 Star Refrigerator,Lloyd,15490,20490,24% off,4.3,21 Ratings & 5 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Domestic Warranty on Product and Additional 9 Years on Compressor']
Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator,Whirlpool,13690,16700,18% off,4.3,4853 Ratings & 401 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor']
Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator,Whirlpool,12590,16050,21% off,4.3,38205 Ratings & 3534 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
LG 215 L Direct Cool Single Door 3 Star Refrigerator  with Fast Ice Making,LG,16490,24999,34% off,4.7,78 Ratings & 6 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator,SAMSUNG,19100,20990,9% off,4.4,84 Ratings & 11 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 270 L Direct Cool Single Door 3 Star Refrigerator,LG,22990,24190,4% off,4.3,1359 Ratings & 172 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product & 10 Years Warranty on Compressor from LG']
LG 674 L Frost Free Side by Side Refrigerator  with Smart Inverter Compressor ThinQ (Wi-Fi)ï¿½ | DoorCoo...,LG,122990,151799,18% off,4.7,13 Ratings & 0 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,13990,17000,17% off,4.3,38205 Ratings & 3534 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
realme TechLife 338 L Frost Free Double Door 3 Star Refrigerator,realme,28990,44490,34% off,4.3,685 Ratings & 115 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,LG,17290,18190,4% off,4.4,12638 Ratings & 1445 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on compressor from LG']
MarQ by Flipkart 196 L Direct Cool Single Door 4 Star Refrigerator,MarQ,13490,16999,20% off,4.4,992 Ratings & 141 Reviews,['Inverter Compressor' '1 Year Warranty on Product and 5 Years on Compressor From MarQ by Flipkart']
Haier 195 L Direct Cool Single Door 5 Star Refrigerator,Haier,17190,23700,27% off,4.4,836 Ratings & 90 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year On Product and 10 Years on Compressor from Haier']
SAMSUNG 243 L Frost Free Double Door 3 Star Convertible Refrigerator,SAMSUNG,33900,37190,8% off,4.5,12 Ratings & 1 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 340 L Frost Free Double Door 3 Star Convertible Refrigerator,LG,40365,52499,23% off,4.5,28 Ratings & 6 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Whirlpool,17129,23950,28% off,4.5,26 Ratings & 2 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor']
Whirlpool 215 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,17590,21860,19% off,4.3,10069 Ratings & 1052 Reviews,['IntelliSense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,Whirlpool,14990,19650,23% off,4.3,9131 Ratings & 880 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Whirlpool 292 L Frost Free Double Door 3 Star Convertible Refrigerator,Whirlpool,30090,40050,24% off,4.3,28704 Ratings & 3078 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Unit and 10 Years Warranty on Compressor from Whirlpool']
Haier 192 L Direct Cool Single Door 2 Star Refrigerator,Haier,12490,17990,30% off,4.6,17 Ratings & 1 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Haier']
Whirlpool 292 L Frost Free Double Door 2 Star Refrigerator  with Glass Door,Whirlpool,29599,33870,12% off,4.4,2296 Ratings & 254 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Comprehensive on the Product and 10 Years on the Compressor from Whirlpool']
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Laminar Airflow,Whirlpool,17490,22800,23% off,4,100 Ratings & 12 Reviews,['Normal' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor']
SAMSUNG 255 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,SAMSUNG,24299,28990,16% off,4.3,7 Ratings & 2 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,23200,34950,33% off,4,3 Ratings & 0 Reviews,['Rotary Compressor' 'Built-in Stabilizer' '1 Year Warranty on Unit and 10 Years Warranty on Compressor']
Whirlpool 292 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,26390,30650,13% off,4,3 Ratings & 0 Reviews,['Digital Inverter' 'Built-in Stabilizer' '1 Year Warranty on Unit and 10 Years Warranty on Compressor from Whirlpool']
Whirlpool 340 L Frost Free Double Door 3 Star Convertible Refrigerator,Whirlpool,39290,47750,17% off,4.3,303 Ratings & 27 Reviews,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Whirlpool']
Haier 192 L Direct Cool Single Door 2 Star Refrigerator,Haier,12390,17400,28% off,4.3,7541 Ratings & 745 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year On Product and 10 Years on Compressor from Haier']
LG 190 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,LG,16990,22299,23% off,4.4,5 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
Godrej 185 L Direct Cool Single Door 2 Star Refrigerator,Godrej,12390,17300,28% off,4.3,3771 Ratings & 359 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty and 10 Years on Compressor']
SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,SAMSUNG,17038,19099,10% off,4.6,60 Ratings & 5 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Godrej 255 L Frost Free Double Door 2 Star Refrigerator,Godrej,21990,22900,3% off,4.3,779 Ratings & 80 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej']
Godrej 215 L Direct Cool Single Door 5 Star Refrigerator,Godrej,19290,24000,19% off,4.3,283 Ratings & 21 Reviews,['Inverter Compressor' '1 Year Warranty on Product and 10 Years on Compressor from Godrej']
SAMSUNG 657 L Frost Free Side by Side Refrigerator,SAMSUNG,181979,249990,27% off,4.3,10 Ratings & 2 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 676 L Frost Free Side by Side Inverter Technology Star Refrigerator,SAMSUNG,101590,140990,27% off,4.1,30 Ratings & 3 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 300 L Frost Free Triple Door Refrigerator,Whirlpool,31390,43000,27% off,4.4,31315 Ratings & 3863 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From Whirlpool']
SAMSUNG 415 L Frost Free Double Door 2 Star Refrigerator,SAMSUNG,42885,61990,30% off,3.7,7 Ratings & 1 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 Year Manufacturer Comprehensive Warranty and 10 Years on Compressor']
LG 260 L Frost Free Double Door Top Mount 2 Star Refrigerator,LG,25620,31990,19% off,4.7,6 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG']
Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,Whirlpool,16880,19300,12% off,4.3,63 Ratings & 5 Reviews,['Digital Inverter' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Voltas 250 L Frost Free Double Door 2 Star Refrigerator,Voltas,23889,32290,26% off,4.1,7 Ratings & 0 Reviews,['ProSmart Inverter Compressor' 'ONSITE']
LG 260 L Frost Free Double Door 1 Star Refrigerator  with Smart Inverter With Multi Air Flow Cooling ...,LG,21990,27290,19% off,4.4,79 Ratings & 7 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
BOSCH 559 L Frost Free Double Door 2 Star Refrigerator,BOSCH,72000,93490,22% off,4.4,27 Ratings & 2 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Bosch']
LG 284 L Frost Free Double Door 2 Star Convertible Refrigerator,LG,32200,37690,14% off,4.9,7 Ratings & 2 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG']
LG 270 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,LG,24799,26990,8% off,4,86 Ratings & 6 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigerator Unit and 10 Years on Compressor from LG']
CANDY 225 L Direct Cool Single Door 2 Star Refrigerator,CANDY,13490,20000,32% off,4.3,3595 Ratings & 522 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
LG 308 L Frost Free Double Door 2 Star Convertible Refrigerator,LG,29849,40990,27% off,4.6,5 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG']
BOSCH 290 L Frost Free Double Door 4 Star Convertible Refrigerator,BOSCH,42990,50690,15% off,4.6,15 Ratings & 1 Reviews,['Vario Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from the Date of Purchase']
LG 215 L Direct Cool Single Door 5 Star Refrigerator,LG,22690,27999,18% off,4.5,104 Ratings & 12 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG']
Whirlpool 215 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Whirlpool,19459,26550,26% off,4.4,9638 Ratings & 1089 Reviews,['DC Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator,SAMSUNG,24990,25990,3% off,3.8,19 Ratings & 3 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Galanz 448 L Frost Free Multi-Door Refrigerator,Galanz,43990,79990,45% off,4.7,11 Ratings & 1 Reviews,['Reciprocating Compressor' '1 Year Comprehensive on Product and 5 Years on Compressor fro Galanz']
Haier 190 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer,Haier,14790,23000,35% off,4.7,3 Ratings & 0 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
SAMSUNG 845 L Frost Free Side by Side Refrigerator,SAMSUNG,96690,136990,29% off,4.4,5 Ratings & 1 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,22999,28999,20% off,4.3,193 Ratings & 11 Reviews,['Rotary Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool']
Haier 630 L Frost Free Side by Side Convertible Refrigerator,Haier,74990,145000,48% off,4.5,124 Ratings & 11 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
LG 471 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator,LG,66890,88499,24% off,4.7,17 Ratings & 1 Reviews,['Inverter Linear Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from LG']
LG 408 L Frost Free Double Door 3 Star Convertible Refrigerator  with Smart Inverter with Door Cooling...,LG,53990,67499,20% off,4.4,57 Ratings & 6 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
SAMSUNG 324 L Frost Free Double Door 2 Star Convertible Refrigerator,SAMSUNG,32998,40990,19% off,4.1,40 Ratings & 5 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 240 L Frost Free Triple Door Refrigerator,Whirlpool,27690,30800,10% off,4.4,31315 Ratings & 3863 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from Whirlpool']
SAMSUNG 198 L Direct Cool Single Door 3 Star Refrigerator,SAMSUNG,17300,18490,6% off,4.3,25 Ratings & 1 Reviews,['Digital Inverter Compressor' '1 Year on Product Full']
Kelvinator 45 L Direct Cool Single Door 2 Star Refrigerator,Kelvinator,9090,12499,27% off,3.8,11 Ratings & 1 Reviews,['Normal' 'Built-in Stabilizer' '1 Year Warranty on Product']
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,21990,29200,24% off,4.1,42 Ratings & 4 Reviews,['Digital Inverter' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Whirlpool 215 L Direct Cool Single Door 5 Star Refrigerator,Whirlpool,20190,26400,23% off,4.3,10069 Ratings & 1052 Reviews,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator,SAMSUNG,25989,27990,7% off,4.9,13 Ratings & 2 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,23499,34950,32% off,4,3 Ratings & 0 Reviews,['Rotary Compressor' 'Built-in Stabilizer' '1 Year Warranty on Unit and 10 Years Warranty on Compressor']
LG 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,LG,20199,24399,17% off,4.6,8 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
Haier 195 L Direct Cool Single Door 5 Star Refrigerator,Haier,18900,26700,29% off,4.2,42 Ratings & 5 Reviews,['Reciprocatory Compressor' '1  Year Warranty on Product and 10 Years Warranty on Compressor from Haier']
SAMSUNG 415 L Frost Free Double Door 3 Star Refrigerator,SAMSUNG,57540,62540,7% off,4,28 Ratings & 9 Reviews,['Digital Inverter Compressor' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 265 L Frost Free Double Door 2 Star Convertible Refrigerator,Whirlpool,28699,29800,3% off,4,11 Ratings & 2 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years on Compressor']
LG 270 L Direct Cool Single Door 3 Star Refrigerator,LG,23990,25990,7% off,4.3,400 Ratings & 55 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigerator Unit and 10 Years on Compressor from LG']
LG 360 L Frost Free Double Door 3 Star Convertible Refrigerator,LG,43990,50390,12% off,4.5,303 Ratings & 45 Reviews,['Inverter Linear Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From LG']
Haier 276 L Frost Free Double Door 3 Star Refrigerator,Haier,33990,53300,36% off,4,32 Ratings & 5 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Haier']
SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator,SAMSUNG,14490,16990,14% off,4.2,95 Ratings & 6 Reviews,['Linear Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Samsung']
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,14590,17600,17% off,4.3,1390 Ratings & 128 Reviews,['Non Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,22990,32600,29% off,4,39 Ratings & 0 Reviews,['Digital Inverter' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Whirlpool 215 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,17490,19300,9% off,4.3,10069 Ratings & 1052 Reviews,['Non Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
