Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Unnamed: 9,Opposition,Ground,Start Date,Unnamed: 13
92,189,116,10,0,79.31,2,bowled,1,,v Pakistan,Abu Dhabi,19 Apr 2006,ODI # 2364
105,184,102,10,2,102.94,2,caught,2,,v West Indies,Kingston,18 May 2006,ODI # 2377
11,46,22,1,0,50.00,1,caught,2,,v West Indies,Kingston,20 May 2006,ODI # 2379
0,-,4,0,0,0.00,2,lbw,1,,v West Indies,Basseterre,23 May 2006,ODI # 2380
15,-,38,1,0,39.47,2,caught,1,,v West Indies,Port of Spain,26 May 2006,ODI # 2381
18,-,25,3,0,72.00,4,run out,2,,v West Indies,Port of Spain,28 May 2006,ODI # 2382
9,16,19,2,0,47.36,1,not out,1,,v Sri Lanka,Colombo (SSC),18 Aug 2006,ODI # 2405
26,76,38,3,0,68.42,1,lbw,1,,v West Indies,Kuala Lumpur,14 Sep 2006,ODI # 2414
6,24,22,1,0,27.27,1,caught,2,,v Australia,Kuala Lumpur,16 Sep 2006,ODI # 2416
0,2,3,0,0,0.00,1,caught,1,,v West Indies,Kuala Lumpur,20 Sep 2006,ODI # 2419
7,36,21,1,0,33.33,4,lbw,2,,v Australia,Kuala Lumpur,22 Sep 2006,ODI # 2421
4,3,3,1,0,133.33,4,caught,2,,v England,Jaipur,15 Oct 2006,ODI # 2429
49,115,67,6,0,73.13,4,run out,1,,v West Indies,Ahmedabad,26 Oct 2006,ODI # 2437
52,91,63,6,0,82.53,4,caught,1,,v Australia,Mohali,29 Oct 2006,ODI # 2440
18,32,25,3,0,72.00,4,bowled,2,,v South Africa,Durban,22 Nov 2006,ODI # 2447
63,179,103,4,1,61.16,3,caught,2,,v South Africa,Cape Town,26 Nov 2006,ODI # 2449
54,48,35,4,3,154.28,5,not out,1,,v West Indies,Nagpur,21 Jan 2007,ODI # 2480
22,44,34,4,0,64.70,3,bowled,1,,v West Indies,Cuttack,24 Jan 2007,ODI # 2485
57,72,67,6,0,85.07,5,caught,1,,v West Indies,Chennai,27 Jan 2007,ODI # 2487
78,160,109,7,0,71.55,3,caught,1,,v West Indies,Vadodara,31 Jan 2007,ODI # 2493
5,8,9,1,0,55.55,3,bowled,2,,v Sri Lanka,Rajkot,11 Feb 2007,ODI # 2520
66,109,82,4,1,80.48,5,run out,2,,v Sri Lanka,Margao,14 Feb 2007,ODI # 2522
14,31,28,0,0,50.00,5,lbw,1,,v Bangladesh,Port of Spain,17 Mar 2007,ODI # 2538
7,5,2,0,1,350.00,7,not out,1,,v Bermuda,Port of Spain,19 Mar 2007,ODI # 2542
60,111,82,6,0,73.17,5,caught,2,,v Sri Lanka,Port of Spain,23 Mar 2007,ODI # 2550
22,48,39,2,0,56.41,5,caught,2,,v Bangladesh,Mirpur,10 May 2007,ODI # 2582
42,82,47,1,0,89.36,5,not out,1,,v Bangladesh,Mirpur,12 May 2007,ODI # 2583
74,135,93,6,0,79.56,4,bowled,1,,v South Africa,Belfast,26 Jun 2007,ODI # 2592
2,10,10,0,0,20.00,3,caught,2,,v South Africa,Belfast,29 Jun 2007,ODI # 2593
36,87,49,4,0,73.46,4,run out,2,,v South Africa,Belfast,1 Jul 2007,ODI # 2595
10,-,8,2,0,125.00,5,not out,2,,v Scotland,Glasgow,16 Aug 2007,ODI # 2608
46,112,72,2,1,63.88,4,caught,2,,v England,Southampton,21 Aug 2007,ODI # 2611
92,88,63,11,1,146.03,4,not out,1,,v England,Bristol,24 Aug 2007,ODI # 2613
56,72,61,7,1,91.80,4,bowled,2,,v England,Birmingham,27 Aug 2007,ODI # 2616
1,6,8,0,0,12.50,4,caught,1,,v England,Manchester,30 Aug 2007,ODI # 2617
24,41,17,3,1,141.17,6,run out,1,,v England,Leeds,2 Sep 2007,ODI # 2618
4,3,5,0,0,80.00,5,caught,2,,v England,The Oval,5 Sep 2007,ODI # 2619
0,5,3,0,0,0.00,4,caught,1,,v England,Lord's,8 Sep 2007,ODI # 2620
31,57,48,3,1,64.58,5,caught,2,,v Australia,Kochi,2 Oct 2007,ODI # 2623
0,5,4,0,0,0.00,4,caught,2,,v Australia,Hyderabad (Deccan),5 Oct 2007,ODI # 2625
13,15,14,2,0,92.85,5,bowled,1,,v Australia,Chandigarh,8 Oct 2007,ODI # 2627
0,1,1,0,0,0.00,3,lbw,1,,v Australia,Vadodara,11 Oct 2007,ODI # 2629
7,32,13,0,0,53.84,4,caught,2,,v Australia,Nagpur,14 Oct 2007,ODI # 2631
14,65,45,1,0,31.11,3,lbw,2,,v New Zealand,Colombo (RPS),11 Sep 2009,ODI # 2886
47,93,56,3,1,83.92,3,bowled,2,,v Sri Lanka,Colombo (RPS),12 Sep 2009,ODI # 2887
39,80,56,2,1,69.64,1,caught,1,,v Sri Lanka,Colombo (RPS),14 Sep 2009,ODI # 2889
76,160,103,4,0,73.78,3,run out,2,,v Pakistan,Centurion,26 Sep 2009,ODI # 2898
4,1,2,1,0,200.00,3,run out,2,,v West Indies,Johannesburg,30 Sep 2009,ODI # 2904
2,8,6,0,0,33.33,3,caught,1,,v England,Chester-le-Street,3 Sep 2011,ODI # 3186
32,50,31,2,0,103.22,3,caught,1,,v England,Southampton,6 Sep 2011,ODI # 3187
2,19,11,0,0,18.18,3,run out,1,,v England,The Oval,9 Sep 2011,ODI # 3189
19,54,33,3,0,57.57,3,caught,1,,v England,Lord's,11 Sep 2011,ODI # 3191
69,107,79,4,0,87.34,3,bowled,1,,v England,Cardiff,16 Sep 2011,ODI # 3195
